RXCUI|INGREDIENT|ING_RXCUI
1014431|Lysine|6536
1014431|Methionine|6837
1014431|Phosphoric acid|8259
1014431|Proline|8737
1014431|Serine|9671
1014431|sodium bisulfite|36679
1014431|Valine|11115
1014434|potassium nitrate|34316
1014438|potassium nitrate|34316
1014440|Cochliobolus sativus extract|852398
1014442|longleaf pine pollen extract|1014360
1014444|longleaf pine pollen extract|1014360
1014450|yellow sweet clover pollen extract|1014447
1014454|Pseudoephedrine|8896
1014454|Chlorpheniramine|2400
1014460|Pseudoephedrine|8896
1014460|Chlorpheniramine|2400
1014460|Dextromethorphan|3289
1014571|Pseudoephedrine|8896
1014571|Cetirizine|20610
1014573|Pseudoephedrine|8896
1014573|Cetirizine|20610
1014580|Pseudoephedrine|8896
1014580|Cetirizine|20610
1014583|Pseudoephedrine|8896
1014583|Cetirizine|20610
1014594|Folic Acid|4511
1014594|Polysaccharide iron complex|105669
1014594|Ascorbic Acid|1151
1014599|Acetaminophen|161
1014599|Oxycodone|7804
1014615|Acetaminophen|161
1014615|Oxycodone|7804
1014632|Acetaminophen|161
1014632|Oxycodone|7804
1014638|Isopropyl Alcohol|797541
1014643|Cetirizine|20610
1014645|Cetirizine|20610
1014673|Cetirizine|20610
1014674|Cetirizine|20610
1014675|Cetirizine|20610
1014676|Cetirizine|20610
1014677|Cetirizine|20610
1014678|Cetirizine|20610
1014682|white mulberry pollen extract|852669
1014684|white mulberry pollen extract|852669
1014686|white mulberry pollen extract|852669
1014689|red mulberry pollen extract|852680
1014693|jack pine pollen extract|1014690
1014695|Italian rye grass pollen extract|1014340
1014697|Italian rye grass pollen extract|1014340
1014699|longleaf pine pollen extract|1014360
1014701|southern bayberry pollen extract|867260
1014705|English plantain pollen extract|852742
1014710|redwood pollen extract|1014707
1014716|aspen pollen extract|852339
1014718|aspen pollen extract|852339
1014720|aspen pollen extract|852339
1014724|California black oak pollen extract|1014721
1014726|eastern white pine pollen extract|852738
1014730|bur oak pollen extract|900991
1014734|Canadian bluegrass pollen extract|1014731
1014738|white sweet clover pollen extract|1014735
1014742|bitter dock pollen extract|1014739
1014746|white (mexican) dock pollen extract|1014743
1014752|Absidia ramosa extract|1014749
1014754|Pullularia extract|852102
1014758|western black willow pollen extract|1014755
1014765|balsam poplar pollen extract|1014762
1014769|Jerusalem oak pollen extract|1014766
1014771|Broad leaved paperbark pollen extract|903913
1014777|cultivated rye grass pollen extract|1014774
1020017|Cetirizine|20610
1020021|Cetirizine|20610
1020022|Cetirizine|20610
1020023|Cetirizine|20610
1020026|Cetirizine|20610
1020035|calcipotriene|29365
1020039|calcipotriene|29365
1020064|Risedronate|73056
1020066|Risedronate|73056
1020118|Triclosan|10795
1020120|Urea|11002
1020122|Urea|11002
1020126|Loratadine|28889
1020132|Acetaminophen|161
1020138|Guaifenesin|5032
1020138|Dextromethorphan|3289
1020142|Guaifenesin|5032
1020142|Dextromethorphan|3289
1020155|Ethinyl Estradiol|4124
1020155|Levonorgestrel|6373
1020155|Inert Ingredients|748794
1020203|Acetaminophen|161
1020203|Chlorpheniramine|2400
1020203|Phenylephrine|8163
1020365|Benzalkonium|1378
1020371|Benzocaine|1399
1020375|Benzocaine|1399
1020400|ferric sulfate|24913
1020404|ferric sulfate|24913
1020420|Capsaicin|1992
1020420|Menthol|6750
1020420|methyl salicylate|29787
1020420|Lidocaine|6387
1020477|Diphenhydramine|3498
1020479|Diphenhydramine|3498
1020501|Simethicone|9796
1020505|Simethicone|9796
1020510|bromfenac|19737
102166|Glycopyrrolate|4955
102250|Hydrocortisone|5492
102700|Penicillin V Potassium|203195
102787|Lincomycin|6398
102828|piperazine|8340
102931|Nonoxynol-9|53750
103401|Hydrocortisone|5492
103403|Hydrocortisone|5492
103456|Fluocinonide|4462
103457|Fluocinonide|4462
103467|Halcinonide|5084
103568|Salicylic Acid|9525
103570|Mupirocin|42372
103572|Nitrofurazone|7455
1037030|Stannous Fluoride|10030
1037034|Stannous Fluoride|10030
1037045|dabigatran etexilate|1037042
1037049|dabigatran etexilate|1037042
1037065|Salicylic Acid|9525
1037117|Benzocaine|1399
1037117|Menthol|6750
1037125|Benzocaine|1399
1037125|Menthol|6750
1037127|Capsaicin|1992
1037157|Guaifenesin|5032
1037157|carbetapentane|20217
1037157|Phenylephrine|8163
1037179|dabigatran etexilate|1037042
1037181|dabigatran etexilate|1037042
1037183|Ethinyl Estradiol|4124
1037183|Norethindrone|7514
1037185|Ethinyl Estradiol|4124
1037185|Ferrous fumarate|24941
1037185|Norethindrone|7514
1037188|Menthol|6750
1037188|Lidocaine|6387
1037195|Menthol|6750
1037197|podophyllin|8462
1037201|Phenylephrine|8163
1037201|Dextromethorphan|3289
1037204|Povidone-Iodine|8611
1037205|Povidone-Iodine|8611
1037234|Methenamine|6832
1037234|phenyl salicylate|36122
1037234|Benzoate|70589
1037234|Methylene blue|6878
1037234|Hyoscyamine|153970
1037236|Methenamine|6832
1037236|phenyl salicylate|36122
1037236|Benzoate|70589
1037236|Methylene blue|6878
1037236|Hyoscyamine|153970
1037248|Tolnaftate|10637
1037259|Acetaminophen|161
1037259|Oxycodone|7804
1037274|Acetaminophen|161
1037274|salicylamide|9518
1037274|phenyltoloxamine|33408
1037296|Phenylephrine|8163
1037296|Acetaminophen|161
1037296|Dextromethorphan|3289
1037322|carbinoxamine|20220
1037322|Pseudoephedrine|8896
1037364|Brompheniramine|1767
1037364|Phenylephrine|8163
1037379|Phenylephrine|8163
1037379|Brompheniramine|1767
1037383|Phenylephrine|8163
1037383|Brompheniramine|1767
1037389|Brompheniramine|1767
1037389|Phenylephrine|8163
103835|Levamisole|6371
1038558|Benzalkonium|1378
103863|Aspirin|1191
1038773|Carboxymethylcellulose|2062
1038773|hypromellose|27334
1038775|Carboxymethylcellulose|2062
1038775|hypromellose|27334
1038787|Glucose|4850
1038791|Benzalkonium|1378
1038799|Benzalkonium|1378
1038810|Polysaccharide iron complex|105669
1038856|Benzalkonium|1378
1038880|Acetaminophen|161
1038880|Dextromethorphan|3289
1038880|Chlorpheniramine|2400
1038904|Sodium Fluoride|9873
1038908|Sodium Fluoride|9873
1038928|Lanolin|6227
1038929|potassium nitrate|34316
1038929|Sodium Fluoride|9873
1038957|Lanolin|6227
1038959|Lanolin|6227
1038985|Menthol|6750
103899|Rifabutin|55672
1039012|Benzalkonium|1378
1039026|Benzethonium|1390
1039054|Zinc Oxide|11423
1039054|Starch|10046
1039057|Zinc Oxide|11423
1039057|Starch|10046
1039065|cornstarch|1039062
1039069|cornstarch|1039062
1039073|Benzocaine|1399
1039073|Glycerin|4910
103909|Granisetron|26237
1039147|Benzocaine|1399
1039147|pectin|32987
1039168|Benzocaine|1399
1039168|Benzethonium|1390
103918|fluvastatin|41127
103919|fluvastatin|41127
1039197|dimethicone|324072
1039204|Menthol|6750
1039206|Menthol|6750
1039227|Benzocaine|1399
1039227|Menthol|6750
1039251|Benzocaine|1399
1039251|Dextromethorphan|3289
1039255|Benzocaine|1399
1039255|Dextromethorphan|3289
1039265|Benzocaine|1399
1039265|Benzethonium|1390
1039273|Hydrocortisone|5492
1039279|Hydrocortisone|5492
1039285|Guaifenesin|5032
1039285|Dextromethorphan|3289
103943|Ciprofloxacin|2551
103951|Tolnaftate|10637
1039541|pramoxine|34347
1039558|Salicylic Acid|9525
103956|Alprostadil|598
1039560|Salicylic Acid|9525
1039654|doripenem|119771
1039657|doripenem|119771
1039673|Hexylresorcinol|5321
1039679|Capsaicin|1992
103968|lamotrigine|28439
1039681|Capsaicin|1992
1039751|hypromellose|27334
1039799|Menthol|6750
103987|Albuterol|435
103987|Ipratropium|7213
1039965|sennosides, USP|36387
1040008|ceftaroline|1040005
1040012|ceftaroline|1040005
1040014|ceftaroline|1040005
1040016|ceftaroline|1040005
1040018|Menthol|6750
1040025|Corticotropin|376
1040031|lurasidone|1040028
1040036|lurasidone|1040028
1040041|lurasidone|1040028
1040043|lurasidone|1040028
1040048|Aluminum Hydroxide|612
1040048|Magnesium Hydroxide|6581
1040048|Simethicone|9796
1040050|Aluminum Hydroxide|612
1040050|Magnesium Hydroxide|6581
1040050|Simethicone|9796
1040054|Dextromethorphan|3289
1040054|Quinidine|9068
1040058|Dextromethorphan|3289
1040058|Quinidine|9068
104019|Sodium Bicarbonate|36676
104044|Mepenzolate|107770
104052|Propantheline|8761
104062|Cimetidine|2541
104063|Cimetidine|2541
104084|Ranitidine|9143
104094|Famotidine|4278
104095|Famotidine|4278
104096|Nizatidine|42319
104097|Nizatidine|42319
104098|Misoprostol|42331
104112|mesalamine|52582
104121|Sulfasalazine|9524
1041495|bimatoprost|283810
1041497|bimatoprost|283810
1041508|Phenylephrine|8163
1041508|dexbrompheniramine|22696
1041512|dexbrompheniramine|22696
1041516|dimethicone|324072
1041518|Azelate|618278
1041520|Azelate|618278
1041530|Acetaminophen|161
104155|Glycerin|4910
1041718|Lactate|114202
1041780|Ethanol|448
1041781|Folic Acid|4511
1041781|Polysaccharide iron complex|105669
1041781|Vitamin B 12|11248
1041787|Folic Acid|4511
1041787|Vitamin B 12|11248
1041787|Polysaccharide iron complex|105669
1041790|Omega-3 Acid Ethyl Esters (USP)|484348
1041798|Propylene glycol|34693
1041800|resveratrol|1000492
1041814|thyroid (USP)|10572
1041834|Calcium Carbonate|1897
1041834|WHEAT DEXTRIN|637366
1041846|Nystatin|7597
1041869|Benzethonium|1390
104206|Digoxin|3407
104208|Digoxin|3407
104222|Bumetanide|1808
1042644|Ethanol|448
1042663|Camphor|1952
1042663|Menthol|6750
1042667|Camphor|1952
1042667|Menthol|6750
1042692|Calcium Citrate|47613
1042692|Cholecalciferol|2418
1042784|Dextromethorphan|3289
1042784|Phenylephrine|8163
1042784|Chlorpheniramine|2400
1042838|Benzocaine|1399
1042838|Benzalkonium|1378
1042842|Pseudoephedrine|8896
1042842|Brompheniramine|1767
1042842|Dextromethorphan|3289
1042847|Benzocaine|1399
1042847|Benzalkonium|1378
1042866|Menthol|6750
1042866|Benzalkonium|1378
1042975|Benzocaine|1399
1042975|Benzalkonium|1378
1043014|zinc pyrithione|39952
1043016|Benzalkonium|1378
1043022|Cefixime|25033
1043025|Cefixime|25033
1043027|Cefixime|25033
1043029|Cefixime|25033
1043030|Cefixime|25033
1043031|Cefixime|25033
1043048|bismuth subsalicylate|19478
1043063|Hydrocortisone|5492
1043074|Hydrocortisone|5492
104308|Atenolol|1202
1043185|Pomegranate Extract|725206
1043185|Ellagic Acid|1043181
1043224|Menthol|6750
1043232|Menthol|6750
1043244|zinc pyrithione|39952
1043249|Zinc Sulfate|39954
1043249|tetrahydrozoline|37935
1043397|Coal Tar|2635
1043399|Capsaicin|1992
1043404|Acetaminophen|161
1043404|Dextromethorphan|3289
1043404|Doxylamine|3642
1043451|Menthol|6750
1043464|Piperacillin|8339
1043464|tazobactam|37617
1043499|Pseudoephedrine|8896
1043499|Chlorpheniramine|2400
1043502|Dextromethorphan|3289
1043502|Phenylephrine|8163
1043502|Guaifenesin|5032
1043539|Capsaicin|1992
1043539|Menthol|6750
1043547|Guaifenesin|5032
1043547|Phenylephrine|8163
1043547|Dextromethorphan|3289
1043549|Zinc Oxide|11423
1043549|Petrolatum|8091
1043563|saxagliptin|857974
1043563|Metformin|6809
1043567|saxagliptin|857974
1043567|Metformin|6809
1043570|saxagliptin|857974
1043570|Metformin|6809
1043574|saxagliptin|857974
1043574|Metformin|6809
1043578|saxagliptin|857974
1043578|Metformin|6809
1043582|saxagliptin|857974
1043582|Metformin|6809
1043598|Antazoline|865
1043598|Naphazoline|7247
1043605|Zinc Oxide|11423
1043605|dimethicone|324072
1043608|hypromellose|27334
1043608|Glycerin|4910
1043608|Naphazoline|7247
1043612|hypromellose|27334
1043612|Glycerin|4910
1043612|Naphazoline|7247
1043619|Eucalyptol|21116
1043619|Menthol|6750
1043619|methyl salicylate|29787
1043619|Thymol|10553
1043623|Eucalyptol|21116
1043623|Menthol|6750
1043623|methyl salicylate|29787
1043623|Thymol|10553
1043642|Naphazoline|7247
1043658|Naphazoline|7247
1043658|Pheniramine|8132
104367|Doxazosin|49276
1043673|Naphazoline|7247
1043673|Pheniramine|8132
104368|Doxazosin|49276
1043685|mountain cedar pollen extract|852581
104369|Doxazosin|49276
1043690|Hydrocortisone|5492
1043697|Guaifenesin|5032
1043697|Acetaminophen|161
1043697|Dextromethorphan|3289
1043697|Pseudoephedrine|8896
1043704|Naphazoline|7247
1043704|Pheniramine|8132
1043708|Naphazoline|7247
1043708|Pheniramine|8132
1043719|Mineral Oil|6972
1043729|Acetaminophen|161
1043731|Menthol|6750
1043748|Azelate|618278
104375|Lisinopril|29046
1043753|Azelate|618278
104376|Lisinopril|29046
104377|Lisinopril|29046
104378|Lisinopril|29046
1043785|oneseed juniper pollen extract|900108
1043787|oneseed juniper pollen extract|900108
1043789|oneseed juniper pollen extract|900108
1043791|western juniper pollen extract|852589
1043793|western juniper pollen extract|852589
1043795|western juniper pollen extract|852589
104384|Ramipril|35296
104385|Ramipril|35296
104419|Felodipine|4316
104420|Felodipine|4316
1044207|Utah juniper pollen extract|852597
1044209|Utah juniper pollen extract|852597
104421|flosequinan|25089
1044213|Utah juniper pollen extract|852597
104422|flosequinan|25089
1044220|redberry juniper pollen extract|900113
1044222|redberry juniper pollen extract|900113
1044224|redberry juniper pollen extract|900113
1044226|Rocky Mountain juniper pollen extract|852601
1044228|Rocky Mountain juniper pollen extract|852601
1044230|Rocky Mountain juniper pollen extract|852601
1044240|western wheatgrass pollen extract|852659
1044242|western wheatgrass pollen extract|852659
1044244|western wheatgrass pollen extract|852659
1044250|canary grass pollen extract|852697
1044252|canary grass pollen extract|852697
1044254|canary grass pollen extract|852697
1044261|yellow pine pollen extract|852716
1044267|yellow pine pollen extract|852716
1044300|mesquite pollen extract|852320
1044316|coast live oak pollen extract|852302
1044322|Gambels oak pollen extract|852276
1044324|Gambels oak pollen extract|852276
1044327|Gambels oak pollen extract|852276
1044329|California black oak pollen extract|1014721
1044331|California black oak pollen extract|1014721
1044337|California black oak pollen extract|1014721
1044339|California black oak pollen extract|1014721
1044341|bur oak pollen extract|900991
1044343|bur oak pollen extract|900991
1044347|bur oak pollen extract|900991
1044349|water oak pollen extract|1013944
1044351|water oak pollen extract|1013944
1044353|black oak pollen extract|852260
1044355|black oak pollen extract|852260
1044357|live oak pollen extract|867311
1044385|bald cypress pollen extract|995747
1044387|bald cypress pollen extract|995747
1044390|American basswood pollen extract|995754
1044392|American basswood pollen extract|995754
1044398|cedar elm pollen extract|1014191
1044400|cedar elm pollen extract|1014191
1044402|para grass pollen extract|894750
1044404|para grass pollen extract|894750
1044412|Zinc Oxide|11423
1044419|Benzoyl Peroxide|1418
1044427|Acetaminophen|161
1044427|Hydrocodone|5489
1044431|Acetaminophen|161
1044431|Hydrocodone|5489
1044435|Menthol|6750
1044444|pectin|32987
1044488|western sycamore pollen extract|852750
1044490|western sycamore pollen extract|852750
1044494|annual bluegrass pollen extract|898404
1044500|Canadian bluegrass pollen extract|1014731
1044502|Canadian bluegrass pollen extract|1014731
1044504|Canadian bluegrass pollen extract|1014731
1044507|Canadian bluegrass pollen extract|1014731
1044512|white poplar pollen extract|852382
1044515|pepper tree pollen extract|852140
1044517|pepper tree pollen extract|852140
1044519|pepper tree pollen extract|852140
1044521|cultivated rye grass pollen extract|1014774
1044523|cultivated rye grass pollen extract|1014774
1044524|Calcium Carbonate|1897
1044526|cultivated rye grass pollen extract|1014774
1044528|cultivated rye grass pollen extract|1014774
1044532|Calcium Carbonate|1897
1044572|xylometazoline|39841
1044575|Witch Hazel|89821
1044587|tesamorelin|1044584
1044591|tesamorelin|1044584
1044608|Hyoscyamine|153970
1044614|annual bluegrass pollen extract|898404
104481|Tranexamic Acid|10691
104490|Simvastatin|36567
104491|Simvastatin|36567
1044932|dimethicone|324072
1044936|dimethicone|324072
1044940|Guaifenesin|5032
1044940|Dextromethorphan|3289
1044953|Guaifenesin|5032
1044953|Dextromethorphan|3289
1044953|Phenylephrine|8163
1044991|Phenylephrine|8163
1044991|Guaifenesin|5032
1045010|Menthol|6750
104514|Albuterol|435
1045335|Benzocaine|1399
1045358|Guaifenesin|5032
1045358|Phenylephrine|8163
1045358|Dextromethorphan|3289
1045402|dasatinib|475342
1045404|dasatinib|475342
1045406|dasatinib|475342
1045408|dasatinib|475342
1045456|eribulin|1045453
1045460|eribulin|1045453
1045541|Benzocaine|1399
1045541|Menthol|6750
1045541|Dextromethorphan|3289
1045571|Guaifenesin|5032
1045571|Dextromethorphan|3289
1045571|Phenylephrine|8163
1045578|Guaifenesin|5032
1045578|Dextromethorphan|3289
1045578|Phenylephrine|8163
1045583|mountain cedar pollen extract|852581
1045587|oneseed juniper pollen extract|900108
1045589|western juniper pollen extract|852589
1045591|Utah juniper pollen extract|852597
1045595|redberry juniper pollen extract|900113
1045597|Rocky Mountain juniper pollen extract|852601
1045602|southern bayberry pollen extract|867260
1045623|Clotrimazole|2623
1046209|bald cypress pollen extract|995747
1046211|American basswood pollen extract|995754
1046217|cedar elm pollen extract|1014191
1046238|Chondroitin Sulfates|2473
1046238|Glucosamine|4845
1046242|Chondroitin Sulfates|2473
1046242|Glucosamine|4845
1046256|Naphazoline|7247
1046266|Naphazoline|7247
1046266|Pheniramine|8132
1046270|Colloidal oatmeal|221082
1046272|Naphazoline|7247
1046277|Salicylic Acid|9525
1046281|Salicylic Acid|9525
1046287|Povidone|8610
1046287|Polyvinyl Alcohol|8570
1046289|Naphazoline|7247
1046291|Naphazoline|7247
1046301|Gentamicin Sulfate (USP)|142438
1046307|Gentamicin Sulfate (USP)|142438
1046310|Benzalkonium|1378
1046351|Benzocaine|1399
1046351|Menthol|6750
1046353|Benzocaine|1399
1046353|Menthol|6750
1046378|Acetaminophen|161
1046378|Phenylephrine|8163
1046382|Acetaminophen|161
1046382|Phenylephrine|8163
1046392|Acetaminophen|161
1046392|Dextromethorphan|3289
1046392|Doxylamine|3642
1046398|denosumab|993449
1046402|denosumab|993449
1046406|Amiodarone|703
1046408|Amiodarone|703
1046410|Amiodarone|703
1046442|Benzalkonium|1378
1046486|Salicylic Acid|9525
1046518|Lidocaine|6387
1046587|Benzoyl Peroxide|1418
1046592|Naphazoline|7247
1046595|Benzoyl Peroxide|1418
1046596|Zinc Sulfate|39954
1046596|Naphazoline|7247
1046601|Benzoyl Peroxide|1418
1046602|Naphazoline|7247
1046609|Sulfur|10223
1046609|Salicylic Acid|9525
1046610|Naphazoline|7247
1046611|Naphazoline|7247
1046613|Naphazoline|7247
1046617|Zinc Sulfate|39954
1046617|Naphazoline|7247
1046626|Guaifenesin|5032
1046626|Dextromethorphan|3289
1046630|Guaifenesin|5032
1046630|Dextromethorphan|3289
1046631|Guaifenesin|5032
1046631|Dextromethorphan|3289
1046643|Glycerin|4910
1046643|Naphazoline|7247
1046644|Zinc Sulfate|39954
1046644|Glycerin|4910
1046644|Naphazoline|7247
1046645|Glycerin|4910
1046645|hypromellose|27334
1046645|Naphazoline|7247
1046646|Zinc Sulfate|39954
1046646|Glycerin|4910
1046646|Naphazoline|7247
1046648|Polyethylene Glycol 300|8513
1046648|Naphazoline|7247
1046651|Naphazoline|7247
1046652|Naphazoline|7247
1046653|Naphazoline|7247
1046654|hypromellose|27334
1046654|Naphazoline|7247
1046698|Menthol|6750
1046698|Hexylresorcinol|5321
1046700|Glycerin|4910
1046700|Naphazoline|7247
1046754|Acetaminophen|161
1046754|Diphenhydramine|3498
1046754|Phenylephrine|8163
1046769|Zinc Oxide|11423
1046770|Hyoscyamine|153970
1046771|Hyoscyamine|153970
1046775|Hyoscyamine|153970
1046779|Acetaminophen|161
1046779|Phenylephrine|8163
1046783|Acetaminophen|161
1046783|Chlorpheniramine|2400
1046783|Phenylephrine|8163
1046800|Acetaminophen|161
1046800|Phenylephrine|8163
1046800|Chlorpheniramine|2400
1046820|Methenamine|6832
1046820|phenyl salicylate|36122
1046820|Benzoate|70589
1046820|Methylene blue|6878
1046820|Atropine|1223
1046820|Hyoscyamine|153970
